Content,Video title,Video publish time,Duration,Engaged views,Average percentage viewed (%),Stayed to watch (%),Unique viewers,New viewers,Returning viewers,Casual viewers,Regular viewers,Hypes,Hype points,Subscribers gained,Subscribers lost,Likes,Dislikes,Likes (vs. dislikes) (%),Shares,Comments added,RPM (USD),Rubies,End screen element clicks,End screen elements shown,Clicks per end screen element shown (%),Card clicks,Cards shown,Clicks per card shown (%),Card teaser clicks,Card teasers shown,Teaser clicks per card teaser shown (%),Community clip views,Watch time from community clips (hours),Remix count,Remix views,Post subscribers,Views from playlist,YouTube Premium views,YouTube Premium watch time (hours),Views,Watch time (hours),Subscribers,Estimated revenue (USD),Average view duration,Impressions,Impressions click-through rate (%)
GMLK4krnwu8,🇫🇷 Napoleonic Capture the Flag  🚩,"Nov 16, 2025",72,47,52.28,58.93,41,3,37,35,2,0,0,0,0,-3,0,100,0,0,0.17,0,0,0,,0,0,,0,0,,0,0,,,0,1,9,0.0347,79,0.5032,0,0.008,0:00:37,542,3.14
AFNLdPL17qI,⚔️ General La Salle 💂 Napoleon's Hussar 🐎,"Sep 9, 2025",175,58,39.6,46.23,55,28,26,24,2,0,0,0,0,4,0,100,1,0,0.118,0,0,0,,0,0,,0,0,,0,0,,,0,,4,0.0016,123,1.1373,0,0.008,0:01:09,1503,2.33
bT0T3ORCAo8,MARSHALS PT. II 🇫🇷💀Mu  Charge,"Feb 25, 2026",29,20,51.13,13.07,20,12,8,8,0,0,0,0,0,3,0,100,0,0,0.35,0,0,0,,0,0,,0,0,,0,0,,,0,,15,0.0247,145,0.1294,0,0.007,0:00:14,30,10
xLcCAe1-lBI,SPLINE SHORTS - Spline Lessons in 1 minute : #1 RESET Objects #spline #tutorial #motiongraphics,"Aug 26, 2024",60,65,58.63,66.15,59,55,4,4,0,0,0,0,0,2,0,100,0,0,0.109,0,0,0,,0,0,,0,0,,0,0,,,0,,14,0.1167,87,0.6444,0,0.007,0:00:35,636,2.36
RVHLXMT5SLE,Marshal Ney’s Uniform,"Oct 2, 2025",41,52,78.63,79.31,46,22,24,23,1,0,0,1,0,1,0,100,0,0,0.149,0,0,0,,0,0,,0,0,,0,0,,,0,,6,0.0459,73,0.4706,1,0.007,0:00:32,442,7.69
U4__-2KGJok,💥 The Polish Lancers at Somosierra ⚔️,"Sep 6, 2025",73,51,47.49,59.72,45,15,29,29,0,0,0,0,0,2,0,100,0,0,0.12,0,0,0,,0,0,,0,0,,0,0,,,0,,5,0.0087,92,0.5051,0,0.007,0:00:34,1144,1.22
xBr_cSZPADU,⚽ LEGENDARY Roy Kent💥,"Aug 10, 2025",74,52,41.08,88.46,50,51,2,2,0,0,0,0,0,1,0,100,0,0,0.115,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0061,62,0.4411,0,0.006,0:00:30,67,2.99
RqjhsRzr36E,the BEST VIDEO FX app : HYPERSPEKTIV is top 5 in my content creation workflow ! #edit #effects #mac,"Jun 20, 2023",33,47,39.76,66.2,33,21,10,10,0,0,0,1,0,1,0,100,0,0,0.143,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0018,82,0.1844,1,0.006,0:00:13,683,3.95
r5ZEShoVbPs,Grateful Dead Movie Animation 2/2,"Feb 16, 2025",50,23,57.73,65.52,23,19,4,4,0,0,0,0,0,2,0,100,1,0,0.261,0,0,0,,0,0,,0,0,,0,0,,,0,,6,0.0223,38,0.1876,0,0.006,0:00:28,303,4.62
npclQ9fe0G4,CAVALRY CHARGE at SOMOSIERRA - Full Video OUT NOW!,"Jan 18, 2025",57,48,66.93,60.56,47,22,25,24,1,0,0,0,0,4,0,100,0,0,0.111,0,0,0,,0,0,,0,0,,0,0,,,0,,6,0.0571,88,0.5194,0,0.006,0:00:38,1061,3.3
VmUVpZTP9Jk,Simpson’s Family Portrait #grafitti #popculture #thesimpsons #art,"Apr 26, 2023",30,47,70.73,34.06,47,45,2,2,0,0,0,0,0,1,0,100,0,0,0.109,0,0,0,,0,0,,0,0,,0,0,,,0,,12,0.0327,164,0.316,0,0.005,0:00:21,923,0.33
6XNSceRr7cw,Marshal Murat 🐎 Battle of Eylau,"Sep 23, 2025",55,34,69.8,73.68,32,16,16,15,1,0,0,0,0,1,0,100,0,0,0.152,0,0,0,,0,0,,0,0,,0,0,,,0,,6,0.0549,55,0.3665,0,0.005,0:00:38,667,2.55
 -gGFWGtR_t4,🔥 Napoleonic Relics,"Nov 18, 2025",42,31,58.22,67.65,26,8,19,17,2,0,0,0,0,-1,0,100,1,0,0.167,0,0,0,,0,0,,0,0,,0,0,,,0,,4,0.0175,42,0.2146,0,0.005,0:00:24,332,5.72
SGhA7NEtiKg,A Kentucky Derby Legacy : Secretariat 🐎 #KentuckyDerby,"May 3, 2025",27,23,61.05,46.34,23,21,1,1,0,0,0,1,0,2,0,100,0,0,0.238,0,0,0,,0,0,,0,0,,0,0,,,0,,4,0.0084,48,0.1146,1,0.005,0:00:16,3380,0.56
BYf3FvdMvS8,🇫🇷 General Bonaparte's Uniform from Marengo,"Oct 4, 2025",89,36,60.69,67.92,33,21,12,12,0,0,0,1,0,5,0,100,0,0,0.139,0,0,0,,0,0,,0,0,,0,0,,,0,,8,0.101,60,0.547,1,0.005,0:00:54,596,3.86
9Z9CGuXUSfo,Grateful Dead Movie Animation,"Feb 15, 2025",52,22,46.11,61.9,21,21,1,1,0,0,0,0,0,0,0,,1,0,0.2,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0062,30,0.1504,0,0.005,0:00:23,273,2.56
MOI7dmuQOzE,🐎 Michel Ney Becomes Marshal Ney ⚔️,"Sep 22, 2025",27,27,88.27,48,25,8,17,16,1,0,0,0,0,0,0,,0,0,0.182,0,0,0,,0,0,,0,0,,0,0,,,0,,3,0.0019,66,0.1882,0,0.005,0:00:23,522,2.68
aCvDuvBe4TI,🐎 Legends in Napoleon's Cavalry ⚔️,"Oct 17, 2025",88,39,49.89,47.5,36,16,20,19,1,0,0,0,0,3,0,100,0,0,0.132,0,0,0,,0,0,,0,0,,0,0,,,0,,5,0.0253,93,0.4922,0,0.005,0:00:43,973,2.47
xycEx43QRgI,Napoleon's Thunderbolts 🐎 Cavalry in Battle,"Sep 6, 2025",40,16,48.84,42.11,14,8,6,6,0,0,0,0,0,0,0,,0,0,0.25,0,0,0,,0,0,,0,0,,0,0,,,0,,6,0.0152,40,0.0975,0,0.004,0:00:19,892,0.78
MGoyI4BEUw4,Culture 🇫🇷🐎 Napoleonic Cavalry (3/3),"Nov 21, 2025",60,35,41.22,68.75,31,4,27,25,2,0,0,0,0,4,0,100,0,0,0.114,0,0,0,,0,0,,0,0,,0,0,,,0,,3,0.006,56,0.2456,0,0.004,0:00:24,318,4.72
LQYv1QQhs40,BROOKLYN Shredders #NYC #Skateboarding,"May 14, 2023",12,13,139.47,59.09,11,11,0,0,0,0,0,0,0,0,0,,0,0,0.3,0,0,0,,0,0,,0,0,,0,0,,,0,,6,0.0077,31,0.0636,0,0.004,0:00:16,115,0.87
6iBuG0iovUs,Napoleon’s Secret 🇫🇷 The Corps System,"Oct 26, 2025",81,48,70.83,79.31,34,20,14,13,1,0,0,0,0,7,0,100,0,0,0.083,0,0,0,,0,0,,0,0,,0,0,,,0,,5,0.061,73,0.7704,0,0.004,0:00:57,581,4.99
IxpSDAKlFE0,Before AUSTERLITZ Pt. 4,"Dec 20, 2025",34,25,62.98,44.64,24,0,24,22,2,0,0,0,0,3,0,100,0,0,0.16,0,0,0,,0,0,,0,0,,0,0,,,0,,4,0.0102,66,0.1619,0,0.004,0:00:21,210,2.38
Xg9w0Eya3OI,⚜️ Desaix at Marengo,"Oct 4, 2025",116,38,51.72,51.43,37,26,11,11,0,0,0,0,0,-1,1,,0,0,0.111,0,0,0,,0,0,,0,0,,0,0,,,0,,13,0.0407,86,0.6475,0,0.004,0:00:59,865,1.97
1WjMquAdpUM,Design & Sell you own Mesh Basketball Shorts with Print on Demand Automation,"Sep 18, 2023",45,35,77.17,76.47,32,30,2,2,0,0,0,0,0,0,0,,1,0,0.114,0,0,0,,0,0,,0,0,,0,0,,,0,,7,0.0492,43,0.3404,0,0.004,0:00:34,231,9.52
 -Rd7DSQoq6Y,All 2025 Kentucky Derby Horses descend from Secretariat! 🐎 #KentuckyDerby,"May 4, 2025",29,17,65.65,48,16,15,2,2,0,0,0,0,0,0,0,,0,0,0.214,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0013,32,0.0946,0,0.004,0:00:19,358,1.12
OTRI8-MlFYo,Marshal Ney⚔️🐎 Napoleon’s Bravest General,"Sep 20, 2025",179,17,44.49,72.73,14,8,6,6,0,0,0,2,0,4,0,100,0,0,0.25,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0615,23,0.3792,2,0.004,0:01:19,269,4.83
ryXmcBz5yyQ,🔥Black Brunswickers✨,"Nov 12, 2025",108,37,37.07,58.54,32,20,12,12,0,0,0,0,0,2,0,100,2,0,0.114,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0299,57,0.4171,0,0.004,0:00:40,390,3.33
_Y9W3Thlgrs,Napoleon 🐪 EGYPT,"Dec 23, 2025",11,30,171.78,56.6,27,1,26,23,3,0,0,0,0,3,0,100,0,0,0.133,0,0,0,,0,0,,0,0,,0,0,,,0,,8,0.0116,73,0.1677,0,0.004,0:00:18,174,1.72
42TVd6Wtttc,Napoleon’s Cavalry ⚔️ Weapons & Equipment,"Sep 19, 2025",169,25,42.02,52.17,22,13,9,8,1,0,0,0,0,0,0,,0,0,0.182,0,0,0,,0,0,,0,0,,0,0,,,0,,3,0.0065,48,0.5006,0,0.004,0:01:11,646,1.55
AY6yVDVbABw,AI SLOP or a Look into the Past?,"Dec 6, 2025",42,28,73.16,38.03,26,21,5,4,1,0,0,0,0,2,0,100,1,0,0.143,0,0,0,,0,0,,0,0,,0,0,,,0,,9,0.0057,74,0.2559,0,0.004,0:00:30,155,0.65
Hr_T_GCQfzs,1805 🇫🇷 The Road to AUSTERLITZ,"Nov 17, 2025",177,14,34.78,72.22,13,5,8,5,3,0,0,0,0,-1,0,100,0,0,0.286,0,0,0,,0,0,,0,0,,0,0,,,0,,4,0.0495,24,0.2404,0,0.004,0:01:01,235,1.28
5twKSKHXVbI,Slopoleon Bronaparte,"Dec 23, 2025",42,24,77.7,47.5,16,2,14,12,2,0,0,0,0,1,0,100,0,0,0.167,0,0,0,,0,0,,0,0,,0,0,,,0,,4,0.013,48,0.2244,0,0.004,0:00:32,309,3.88
iZYtwc62Qnw,Napoleon at Marengo ⚜️ The Death of Desaix,"Oct 18, 2025",127,38,44.23,43.59,35,25,10,10,0,0,0,0,0,0,0,,2,0,0.105,0,0,0,,0,0,,0,0,,0,0,,,0,,7,0.0245,79,0.6078,0,0.004,0:00:56,604,2.98
JuYDC_qxckM,🇫🇷💂🏼⚔️ CAPTURE the FLAG,"Dec 24, 2025",88,22,47.65,64.52,22,5,17,16,1,0,0,0,0,3,0,100,0,0,0.136,0,0,0,,0,0,,0,0,,0,0,,,0,,4,0.0478,36,0.2601,0,0.003,0:00:41,334,2.4
_wtedtE_P8o,Napoleon's Relics ⚜️ Lasalle’s Pipe + Sabre,"Oct 1, 2025",64,22,51.91,76,20,8,12,12,0,0,0,0,0,1,0,100,0,0,0.143,0,0,0,,0,0,,0,0,,0,0,,,0,,3,0.0304,29,0.2057,0,0.003,0:00:33,246,3.25
3Yki_Xuz0iM,Napoleon's Strategy 🇫🇷 Bataillon Carré 💂,"Oct 16, 2025",66,46,69.38,83.33,37,30,6,6,0,0,0,1,0,1,0,100,0,0,0.075,0,0,0,,0,0,,0,0,,0,0,,,0,,8,0.2683,52,0.5857,1,0.003,0:00:45,185,5.95
bqPb77V--zA,"Metropolitan & Graham, Brooklyn NYC","Jan 26, 2025",12,7,95.89,87.5,6,6,0,0,0,0,0,0,0,0,0,,0,0,0.429,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,10,0.0224,0,0.003,0:00:11,299,1.67
4KF9-JXsWPs,🐎 Last Knights of Europe ⚔️,"Nov 26, 2025",86,18,50.6,77.78,15,4,11,8,3,0,0,0,0,0,0,,0,0,0.167,0,0,0,,0,0,,0,0,,0,0,,,0,1,1,0.0011,27,0.2195,0,0.003,0:00:43,199,4.52
 -Syk-WUw6I4,LASALLE 🇫🇷 Napoleon’s General 🐎 (2/3),"Oct 30, 2025",51,27,63.05,77.14,26,9,17,17,0,0,0,0,0,-1,0,100,0,0,0.111,0,0,0,,0,0,,0,0,,0,0,,,0,,10,0.0729,42,0.2445,0,0.003,0:00:32,537,2.98
rtskDp6fnQw,NAPOLEON ⚔️ 1805 Campaign : AUSTERLITZ 🇫🇷,"Dec 4, 2025",13,17,110.28,36.96,16,4,12,10,2,0,0,0,0,0,0,,0,0,0.125,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0002,50,0.0812,0,0.003,0:00:14,286,0
7DBhcWfDQQY,MERCARI Train NYC #mercari #kawaii,"Nov 1, 2024",13,8,67.56,19.51,2,1,1,1,0,0,0,0,0,1,0,100,0,0,0.429,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,40,0.0328,0,0.003,0:00:08,243,1.23
F4G78tb2TXU,Nelson’s Last Stand ⚓ The Battle of Trafalgar 🇬🇧,"Sep 11, 2025",66,19,58.29,46.43,16,16,0,0,0,0,0,0,0,0,0,,0,0,0.167,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0026,32,0.2079,0,0.003,0:00:38,743,0.94
guChMwEAxno,🔥Battle of the Three Emperors✨,"Oct 25, 2025",57,26,65.88,73.33,26,24,2,2,0,0,0,0,0,0,0,,0,0,0.12,0,0,0,,0,0,,0,0,,0,0,,,0,,5,0.015,39,0.2744,0,0.003,0:00:37,745,1.48
TQ-wWHWrSFc,Marshal Murat 🐎 Napoleonic Cavalry Legend ⚔️,"Sep 24, 2025",42,74,81.69,72.5,32,21,11,11,0,0,0,0,0,0,0,,0,0,0.041,0,0,0,,0,0,,0,0,,0,0,,,0,,48,0.4665,100,0.7092,0,0.003,0:00:34,826,7.02
unJwmSuyXbA,🐎 Napoleonic Cavalry Weapons ⚔️,"Sep 29, 2025",161,30,36.84,63.64,27,11,16,15,1,0,0,0,0,1,0,100,0,0,0.103,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0007,50,0.5008,0,0.003,0:00:59,426,3.99
CJIp-fk43XI,Supper at Beaucaire 🇫🇷 OUT NOW ^^^,"Dec 24, 2025",24,18,52.07,75,18,1,17,16,1,0,0,0,0,2,0,100,0,0,0.167,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0029,25,0.0663,0,0.003,0:00:12,298,1.34
QLtQT5JZ_CY,"NAPOLEON : Luck, Talent or Destiny?","Oct 2, 2025",140,43,22.87,80,40,40,0,0,0,0,0,0,0,0,0,,0,0,0.073,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0184,46,0.3838,0,0.003,0:00:32,62,0
dK9DmKl1isU,Napoleonic 🇫🇷 RELICS,"Nov 15, 2025",12,11,77.6,52.38,11,2,9,8,1,0,0,0,0,-1,0,100,0,0,0.273,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0045,28,0.0326,0,0.003,0:00:09,89,3.37
WnWA_IkdEt8,Donald Draper Mad Men - House of the Rising Sun,"Mar 27, 2025",24,14,91.55,65,14,13,1,1,0,0,0,0,0,0,0,,0,0,0.214,0,0,0,,0,0,,0,0,,0,0,,,0,,9,0.0394,28,0.088,0,0.003,0:00:21,507,1.38
COhGhgiqIl4,3D Stage Lighting Animation :: Made in Spline #lightdesign #3d,"Jul 25, 2023",14,52,80.99,69.57,51,49,2,2,0,0,0,0,0,1,0,100,0,0,0.058,0,0,0,,0,0,,0,0,,0,0,,,0,,12,0.024,89,0.1763,0,0.003,0:00:11,1066,3.66
W6Fu27j6_Xs,Sopranos 🇮🇹 Pine Barrens,"Dec 2, 2025",16,18,75.68,66.67,17,15,2,2,0,0,0,0,0,2,0,100,0,0,0.176,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0,30,0.0649,0,0.003,0:00:12,432,3.47
yB1-A1rmabw,NAPOLEON Total War - 8 Bit 👾🇫🇷,"Nov 30, 2025",51,24,33.2,50,20,15,5,4,1,0,0,0,0,0,0,,0,0,0.125,0,0,0,,0,0,,0,0,,0,0,,,0,,8,0.0189,47,0.1214,0,0.003,0:00:16,186,6.45
r527I2E4XYk,⚔️ Napoleon's Cavalry Brought to Life 🐎,"Sep 12, 2025",32,18,160.07,40,12,5,5,5,0,0,0,0,0,1,0,100,0,0,0.133,0,0,0,,0,0,,0,0,,0,0,,,0,,3,0.0014,47,0.2654,0,0.003,0:00:51,1679,0.66
Zxqb2ypjUbc,"Bastardized American Version of Irish folk song ""Humours of Whiskey""","Nov 5, 2024",60,8,31.08,66.67,8,8,0,0,0,0,0,0,0,1,0,100,0,0,0.375,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,13,0.0436,0,0.003,0:00:18,276,1.81
tA7Xl_TxTaA,LAVA LAMP - 2 HOUR Wide Video Out!,"Jan 29, 2025",16,13,77.32,40,13,13,0,0,0,0,0,0,0,0,0,,0,0,0.231,0,0,0,,0,0,,0,0,,0,0,,,0,,3,0.0092,32,0.0513,0,0.003,0:00:12,613,1.63
wDRIXqkkLMs,⚜️ Napoleon’s Marengo Uniform 🇫🇷,"Oct 4, 2025",93,18,57.51,76.19,14,7,5,5,0,0,0,0,0,3,0,100,4,0,0.176,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0007,27,0.269,0,0.003,0:00:53,339,3.24
0Nez8Hensww,💂REAL Photos of NAPOLEON'S Old Guard🇫🇷,"Aug 3, 2025",151,26,27.3,68.75,21,9,12,12,0,0,0,1,0,1,1,50,0,0,0.12,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0174,38,0.3035,1,0.003,0:00:41,732,2.19
ggEr2Y0-mF4,Before AUSTERLITZ Pt. 3,"Dec 20, 2025",43,6,69,27.27,6,1,5,3,2,0,0,0,0,0,0,,0,0,0.333,0,0,0,,0,0,,0,0,,0,0,,,0,,4,0.0137,24,0.0557,0,0.002,0:00:29,233,0.86
o81vHhvU5fA,Lasalle ⚔️ Napoleon’s Cavalry Daredevil,"Sep 29, 2025",175,10,39.03,40.91,10,2,8,7,1,0,0,0,0,1,0,100,0,0,0.2,0,0,0,,0,0,,0,0,,0,0,,,0,,5,0.0013,27,0.1933,0,0.002,0:01:08,464,1.51
Uy5Ak7-1s7M,NAPOLEON 🇫🇷 Vive le Empereur! 👑,"Nov 11, 2025",8,11,104.76,71.43,11,10,1,1,0,0,0,0,0,0,0,,0,0,0.182,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,21,0.0264,0,0.002,0:00:08,234,0.85
aVBQ4OEuY3Q,Printing Grateful Dead Shirts,"Feb 14, 2025",33,4,33.57,80,3,3,0,0,0,0,0,0,0,0,0,,0,0,0.5,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,5,0.0126,0,0.002,0:00:11,93,1.08
A9PS8Egm0WY,🕴️🌎 Don Draper's World : Mad Men  🥃  🚬,"Oct 10, 2025",24,24,86.24,58.54,21,20,1,1,0,0,0,0,0,0,0,,0,0,0.083,0,0,0,,0,0,,0,0,,0,0,,,0,,11,0.0642,51,0.1465,0,0.002,0:00:20,649,1.39
61s3STP0fPU,NAPOLEON 🇫🇷 1812 Retreat from Russia ❄️🇷🇺,"Oct 8, 2025",39,17,99.53,48.48,17,12,5,5,0,0,0,0,0,-1,0,100,0,0,0.118,0,0,0,,0,0,,0,0,,0,0,,,0,,3,0.0216,44,0.1922,0,0.002,0:00:38,1008,1.19
__I2ZHmZcc8,🇺🇸 ✨FIREWORKS,"Jul 11, 2025",33,4,29.52,25,3,1,2,2,0,0,0,0,0,0,0,,0,0,0.5,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0,12,0.0143,0,0.002,0:00:09,42,0
hzVXPCEA6tw,💂EMPEROR in the CUPBOARD⚔️,"Nov 25, 2025",40,20,45.14,83.33,18,10,8,7,1,0,0,0,0,0,0,,0,0,0.1,0,0,0,,0,0,,0,0,,0,0,,,0,5,2,0.001,29,0.101,0,0.002,0:00:18,343,3.5
xPkgRqrRl7I,BLACK LEGION ☠️,"Dec 22, 2025",118,15,48.53,57.14,13,3,10,10,0,0,0,0,0,2,0,100,0,0,0.133,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,26,0.2418,0,0.002,0:00:57,345,2.32
FKvPJOlwbmA,💂Battle of Marengo 🎨 by Louis Lejeune🇫🇷,"Oct 7, 2025",44,10,20.39,52.94,9,6,3,3,0,0,0,0,0,0,0,,0,0,0.2,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0018,16,0.0268,0,0.002,0:00:08,272,1.1
CpD8GDJ_RJI,BASKETBALL : Procreate Rotoscope - Learn Animation HERE!,"Oct 13, 2024",12,13,3063.47,48.15,9,8,1,1,0,0,0,0,0,1,0,100,2,0,0.167,0,0,0,,0,0,,0,0,,0,0,,,0,,4,0.0042,31,1.3292,0,0.002,0:06:07,190,2.11
rEC59I5gtOk,AUSTERLITZ  🇫🇷 Birds-Eye-View,"Dec 23, 2025",46,10,42.91,60,8,2,6,5,1,0,0,0,0,1,0,100,0,0,0.2,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0005,18,0.0565,0,0.002,0:00:19,180,0
56MM2YcLBVE,WAR GAMES 🇫🇷 Paintings to Toys,"Dec 22, 2025",40,14,44.57,53.85,11,2,9,9,0,0,0,0,0,0,0,,0,0,0.143,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0016,29,0.0742,0,0.002,0:00:17,220,2.73
CMvVlnCCBKM,AUSTERLITZ 🇫🇷 Birds-Eye View,"Nov 14, 2025",141,10,14.85,66.67,9,3,6,6,0,0,0,0,0,1,0,100,0,0,0.25,0,0,0,,0,0,,0,0,,0,0,,,0,1,0,0,15,0.0603,0,0.002,0:00:20,331,0.91
83NNfzJ3pAs,🇫🇷✨ Inside the Napoleonic Era,"Nov 15, 2025",6,17,144.5,61.54,16,5,11,11,0,0,0,0,0,2,0,100,1,0,0.118,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0014,48,0.046,0,0.002,0:00:08,225,0.44
x6s2neT0Ngk,🔥Napoleon’s Cavalry Explained 🏇,"Sep 2, 2025",176,15,72.33,45.83,13,5,8,8,0,0,0,0,0,0,0,,0,0,0.133,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0008,29,0.5349,0,0.002,0:02:07,656,1.37
KKI8Efv7p6A,Mad Men Cinematography,"Dec 7, 2024",24,13,54.34,66.67,10,10,0,0,0,0,0,0,0,0,0,,0,0,0.154,0,0,0,,0,0,,0,0,,0,0,,,0,,4,0.0079,21,0.0492,0,0.002,0:00:13,266,3.38
XN-76nLR83Q,The TRUE Story of the First Thanksgiving!,"Nov 27, 2025",45,22,73.41,76.92,21,18,2,2,0,0,0,0,0,0,0,,0,0,0.1,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0137,26,0.2031,0,0.002,0:00:33,158,1.9
cx_3iOZowkU,Terrence McKenna on psychedelic effects on consciousness on prehistoric humanoids #psychedelics,"May 6, 2023",61,8,42.7,63.64,8,8,0,0,0,0,0,0,0,0,0,,0,0,0.286,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0006,13,0.0604,0,0.002,0:00:26,274,1.09
mFkNhnPXyqk,NAPOLEON ⚔️ AUSTERLITZ 🇫🇷,"Dec 24, 2025",33,11,26.83,44,10,2,8,8,0,0,0,0,0,2,0,100,0,0,0.182,0,0,0,,0,0,,0,0,,0,0,,,0,,4,0.0044,25,0.0316,0,0.002,0:00:08,368,0.54
-407mQOkTng,DIVE Bar BATHROOM,"May 16, 2025",13,6,91.95,62.5,6,5,1,1,0,0,0,0,0,0,0,,0,0,0.2,0,0,0,,0,0,,0,0,,0,0,,,0,1,2,0.0032,12,0.0214,0,0.002,0:00:11,159,3.14
cMJTIuZSJeQ,Battle of Borodino 🎨 by Louis Lejeune,"Oct 7, 2025",41,15,55.39,58.33,10,7,3,3,0,0,0,0,0,0,0,,0,0,0.143,0,0,0,,0,0,,0,0,,0,0,,,0,,5,0.0044,29,0.0995,0,0.002,0:00:22,739,0.81
IRpbGi2VETk,AUSTERLITZ 🇫🇷 OUT NOW!,"Nov 25, 2025",106,9,31.57,80,8,4,4,3,1,0,0,0,0,-1,0,100,0,0,0.222,0,0,0,,0,0,,0,0,,0,0,,,0,1,0,0,12,0.0841,0,0.002,0:00:33,136,4.41
DbbPHPhKP8U,🇫🇷 Napoleonic New Era 💂🏼,"Dec 31, 2025",11,13,89.3,31.71,13,0,13,13,0,0,0,0,0,-1,0,100,0,0,0.154,0,0,0,,0,0,,0,0,,0,0,,,0,,5,0.0035,46,0.0448,0,0.002,0:00:09,314,1.91
UeFPL3EcESo,Napoleon's Cavalry 🐎 Last Knights of Europe,"Sep 5, 2025",40,13,79.86,42.86,11,9,2,2,0,0,0,0,0,0,0,,0,0,0.167,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,32,0.1218,0,0.002,0:00:31,794,0.88
Byn_cQa67t0,TRAFALGAR 🎖️ NELSON'S Last Stand ⚓️,"Sep 3, 2025",66,15,37.1,54.55,13,10,3,3,0,0,0,0,0,0,0,,0,0,0.143,0,0,0,,0,0,,0,0,,0,0,,,0,,5,0.0211,25,0.1065,0,0.002,0:00:24,394,2.03
Qe1w_XoetGM,⚔️ Battalion Carré Explained 🇫🇷,"Nov 12, 2025",53,15,88.89,72.73,13,12,1,1,0,0,0,0,0,-1,0,100,0,0,0.143,0,0,0,,0,0,,0,0,,0,0,,,0,,3,0.0291,22,0.1972,0,0.002,0:00:47,82,2.44
WEbiSOVTaHs,🐎 The Napoleonic Cavalry ⚔️,"Oct 5, 2025",89,19,53.94,33.33,18,9,8,8,0,0,0,0,0,3,0,100,0,0,0.118,0,0,0,,0,0,,0,0,,0,0,,,0,,2,0.0242,50,0.2643,0,0.002,0:00:48,980,1.22
rUt6eryBrRg,General LaSalle 💂 Origins of Capture the Flag 🐎,"Sep 23, 2025",44,21,72.2,70.83,19,6,13,12,1,0,0,0,0,0,0,,0,0,0.095,0,0,0,,0,0,,0,0,,0,0,,,0,,3,0.008,40,0.1882,0,0.002,0:00:31,648,2.01
gEsIZdWRCZc,Grateful Dead Movie Animation,"Feb 17, 2025",60,8,21.82,100,4,1,3,3,0,0,0,0,0,0,0,,2,0,0.25,0,0,0,,0,0,,0,0,,0,0,,,0,,4,0.0129,8,0.0291,0,0.002,0:00:13,117,4.27
_WlGY6q17OY,🔥Napoleon’s Marengo Drip✨,"Dec 18, 2025",127,17,29.86,59.26,11,0,11,10,1,0,0,0,0,0,0,,0,0,0.118,0,0,0,,0,0,,0,0,,0,0,,,0,,4,0.0127,27,0.1835,0,0.002,0:00:37,336,2.38
86CJRbAJlds,Rocking Out to Brand New – “You Won’t Know” Live in Newark 🖤🔥,"Jun 30, 2025",34,6,54.59,62.5,6,4,2,2,0,0,0,0,0,0,0,,0,0,0.333,0,0,0,,0,0,,0,0,,0,0,,,0,,0,0,10,0.0318,0,0.002,0:00:18,118,1.69
 -nEZHkLgN7w,🇫🇷 The Culture of the Cavalry 🐎,"Oct 7, 2025",180,11,28.5,66.67,11,3,7,7,0,0,0,0,0,0,0,,0,0,0.1,0,0,0,,0,0,,0,0,,0,0,,,0,,1,0.0003,18,0.1579,0,0.002,0:00:51,247,2.83
